number_of_reviews,minimum_nights,calculated_host_listings_count,availability_365,price
0.014308426073131956,0.0008006405124099279,0.0,0.0,124
0.009538950715421305,0.0008006405124099279,0.0,0.0,80
0.017488076311605726,0.0032025620496397116,0.0,0.06027397260273973,100
0.0,0.024019215372297835,0.0,0.684931506849315,63
0.017488076311605726,0.0,0.0,0.0,99
0.0,0.007205764611689351,0.03374233128834356,0.0,28
0.025437201907790145,0.0016012810248198558,0.0,0.0,95
0.05405405405405406,0.0008006405124099279,0.0,0.2054794520547945,175
0.003179650238473768,0.027221777421937546,0.049079754601226995,1.0,55
0.006359300476947536,0.023218574859887906,0.0736196319018405,0.9945205479452055,190
0.3593004769475358,0.0,0.003067484662576687,0.08767123287671233,100
0.014308426073131956,0.0,0.0,0.0,250
0.031796502384737683,0.0032025620496397116,0.0,0.0,77
0.025437201907790145,0.0032025620496397116,0.0,0.8164383561643835,500
0.007949125596184421,0.0,0.0,0.0,100
0.17011128775834658,0.0008006405124099279,0.0,0.13424657534246576,160
0.0,0.023218574859887906,0.0,0.0,90
0.003179650238473768,0.0024019215372297837,0.003067484662576687,0.0,130
0.29252782193958665,0.0,0.009202453987730062,0.0,139
0.009538950715421305,0.0016012810248198558,0.015337423312883437,0.6164383561643836,70
0.10015898251192369,0.0,0.0,0.9780821917808219,225
0.004769475357710652,0.0008006405124099279,0.0,0.0,150
0.011128775834658189,0.0008006405124099279,0.0,0.010958904109589041,98
0.11128775834658189,0.0016012810248198558,0.0,0.27123287671232876,125
0.001589825119236884,0.004803843074459567,0.003067484662576687,0.09315068493150686,130
0.06359300476947537,0.0024019215372297837,0.0,0.10410958904109589,145
0.0,0.023218574859887906,0.05214723926380368,0.9643835616438357,39
0.02702702702702703,0.0,0.0,0.0,47
0.0,0.0024019215372297837,0.0,1.0,450
0.004769475357710652,0.0016012810248198558,0.003067484662576687,0.4876712328767123,80
0.004769475357710652,0.0024019215372297837,0.003067484662576687,0.0,50
0.003179650238473768,0.0,0.0,0.0,300
0.11128775834658189,0.0024019215372297837,0.003067484662576687,0.473972602739726,46
0.09220985691573927,0.0,0.0,0.2410958904109589,99
0.20349761526232116,0.0016012810248198558,0.0,0.936986301369863,98
0.017488076311605726,0.0,0.003067484662576687,0.9123287671232877,145
0.06200317965023848,0.0008006405124099279,0.006134969325153375,0.27123287671232876,38
0.001589825119236884,0.0032025620496397116,0.0,0.0,125
0.006359300476947536,0.0008006405124099279,0.003067484662576687,0.0,125
0.046104928457869634,0.0,0.0,0.9863013698630138,150
0.009538950715421305,0.0016012810248198558,0.0,0.0,55
0.003179650238473768,0.0,0.0,0.0,225
0.025437201907790145,0.0032025620496397116,0.0,0.030136986301369864,160
0.04769475357710652,0.0016012810248198558,0.0,0.6794520547945205,195
0.014308426073131956,0.0016012810248198558,0.015337423312883437,0.0,278
0.13513513513513514,0.0,0.0,0.4136986301369863,188
0.011128775834658189,0.0040032025620496394,0.0,0.11506849315068493,600
0.08426073131955486,0.0,0.018404907975460124,0.7232876712328767,70
0.0,0.004803843074459567,0.0,0.24383561643835616,20
0.009538950715421305,0.0016012810248198558,0.0,0.0,150
0.014308426073131956,0.016012810248198558,0.0,0.0,155
0.007949125596184421,0.0008006405124099279,0.0,0.1178082191780822,170
0.003179650238473768,0.0,0.0,0.0,100
0.003179650238473768,0.0024019215372297837,0.0,0.07123287671232877,100
0.001589825119236884,0.0,0.0,0.0,125
0.003179650238473768,0.0,0.006134969325153375,0.9095890410958904,87
0.19554848966613675,0.0008006405124099279,0.009202453987730062,0.9095890410958904,52
0.006359300476947536,0.0016012810248198558,0.0,0.019178082191780823,240
0.02702702702702703,0.0,0.0,0.2054794520547945,102
0.1399046104928458,0.0,0.0,0.0,70
0.12718600953895073,0.0016012810248198558,0.0,0.736986301369863,125
0.27344992050874406,0.0008006405124099279,0.003067484662576687,0.4246575342465753,125
0.003179650238473768,0.0,0.0,0.0,220
0.11287758346581876,0.0008006405124099279,0.006134969325153375,0.0,55
0.2098569157392687,0.0024019215372297837,0.0,0.7315068493150685,120
0.001589825119236884,0.0,0.0,0.8794520547945206,179
0.009538950715421305,0.0024019215372297837,0.003067484662576687,0.4273972602739726,59
0.0397456279809221,0.0024019215372297837,0.0,0.0,100
0.001589825119236884,0.007205764611689351,0.0,0.673972602739726,50
0.0,0.0,0.0,0.0,60
0.006359300476947536,0.021617293835068052,0.0,0.40273972602739727,295
0.014308426073131956,0.0,0.027607361963190184,0.9780821917808219,89
0.003179650238473768,0.0024019215372297837,0.0,0.9945205479452055,70
0.001589825119236884,0.0,0.015337423312883437,0.936986301369863,282
0.0,0.0008006405124099279,0.003067484662576687,0.9835616438356164,160
0.004769475357710652,0.0016012810248198558,0.0,0.0,100
0.24642289348171703,0.0,0.003067484662576687,0.4657534246575343,60
0.0,0.020816653322658123,0.0,0.0,50
0.017488076311605726,0.0008006405124099279,0.0,0.0273972602739726,80
0.24165341812400637,0.0,0.0,0.6821917808219178,70
0.5103338632750398,0.0,0.0,0.12054794520547946,53
0.0,0.0,0.0,0.0,100
0.0,0.0,0.003067484662576687,0.0,165
0.10810810810810811,0.0008006405124099279,0.0,0.4273972602739726,45
0.08744038155802862,0.0008006405124099279,0.0,0.0,75
0.001589825119236884,0.023218574859887906,0.0,0.4383561643835616,150
0.001589825119236884,0.0,0.003067484662576687,0.9972602739726028,30
0.007949125596184421,0.0,0.0,0.989041095890411,90
0.001589825119236884,0.0,0.0,0.6821917808219178,37
0.0,0.02241793434747798,1.0,0.9506849315068493,137
0.13513513513513514,0.0032025620496397116,0.0,0.9095890410958904,75
0.0906200317965024,0.0008006405124099279,0.006134969325153375,0.049315068493150684,50
0.004769475357710652,0.0024019215372297837,0.003067484662576687,0.0684931506849315,60
0.01907790143084261,0.0008006405124099279,0.003067484662576687,0.0,50
0.003179650238473768,0.0008006405124099279,0.0,0.0,99
0.0,0.0016012810248198558,0.0,0.9808219178082191,75
0.0,0.0,0.0,0.0,89
0.006359300476947536,0.0032025620496397116,0.006134969325153375,0.8547945205479452,150
0.0,0.0016012810248198558,0.0,0.0,150
0.0492845786963434,0.0032025620496397116,0.0,0.4547945205479452,350
0.003179650238473768,0.004803843074459567,0.0,0.0,38
0.0,0.0,0.03987730061349693,0.989041095890411,475
0.001589825119236884,0.004803843074459567,0.0,0.0,150
0.009538950715421305,0.004803843074459567,0.0,0.0,42
0.001589825119236884,0.015212169735788629,0.0,0.0,35
0.041335453100158986,0.0016012810248198558,0.0,0.008219178082191782,90
0.014308426073131956,0.0,0.0,0.4904109589041096,50
0.004769475357710652,0.0024019215372297837,0.012269938650306749,0.9972602739726028,130
0.08426073131955486,0.0008006405124099279,0.0,0.005479452054794521,250
0.007949125596184421,0.023218574859887906,0.015337423312883437,0.4136986301369863,50
0.03656597774244833,0.0,0.003067484662576687,0.0,95
0.014308426073131956,0.023218574859887906,0.0,0.936986301369863,275
0.001589825119236884,0.0024019215372297837,0.0,0.0,88
0.1478537360890302,0.0008006405124099279,0.0,0.35342465753424657,115
0.017488076311605726,0.0024019215372297837,0.0,0.0,140
0.0,0.0016012810248198558,0.0,0.0,525
0.025437201907790145,0.0016012810248198558,0.0,0.0,100
0.12082670906200318,0.004803843074459567,0.0,0.4136986301369863,121
0.001589825119236884,0.02241793434747798,0.2914110429447853,0.7945205479452054,175
0.0,0.006405124099279423,0.0,0.0410958904109589,200
0.0,0.0,0.0,0.0,35
0.0,0.0,0.0,0.0,250
0.0,0.0024019215372297837,0.0,0.0,137
0.012718600953895072,0.008006405124099277,0.0,0.5178082191780822,120
0.0,0.0,0.009202453987730062,0.9671232876712329,100
0.12877583465818762,0.021617293835068052,0.0,0.33424657534246577,269
0.0,0.0,0.003067484662576687,0.0,75
0.0,0.011208967173738989,0.009202453987730062,0.5068493150684932,71
0.007949125596184421,0.0032025620496397116,0.0,0.4547945205479452,69
0.006359300476947536,0.0,0.003067484662576687,0.16164383561643836,95
0.0397456279809221,0.0,0.003067484662576687,0.989041095890411,83
0.011128775834658189,0.023218574859887906,0.05828220858895705,0.852054794520548,130
0.012718600953895072,0.0016012810248198558,0.0,0.0,165
0.014308426073131956,0.0032025620496397116,0.0,0.0,130
0.022257551669316377,0.0,0.0,0.0,65
0.0,0.0008006405124099279,0.0,0.0,88
0.001589825119236884,0.0016012810248198558,0.0,0.0,38
0.001589825119236884,0.0,0.0,0.0,110
0.020667726550079493,0.0032025620496397116,0.0,0.6602739726027397,152
0.001589825119236884,0.0008006405124099279,0.0,0.0,150
0.009538950715421305,0.0,0.0,0.08493150684931507,65
0.0,0.0032025620496397116,0.0,0.2,380
0.0,0.023218574859887906,0.7085889570552147,0.5643835616438356,276
0.003179650238473768,0.0,0.0,0.0,65
0.057233704292527825,0.0,0.006134969325153375,0.4684931506849315,199
0.012718600953895072,0.0016012810248198558,0.0,0.07397260273972603,150
0.001589825119236884,0.0032025620496397116,0.0,0.0,125
0.015898251192368842,0.0008006405124099279,0.0,0.0,69
0.05405405405405406,0.0016012810248198558,0.03374233128834356,0.0,339
0.0794912559618442,0.0,0.0,0.9178082191780822,150
0.24483306836248014,0.0,0.003067484662576687,0.852054794520548,86
0.03497615262321145,0.0008006405124099279,0.0,0.1315068493150685,160
0.003179650238473768,0.0032025620496397116,0.003067484662576687,0.936986301369863,105
0.16375198728139906,0.0008006405124099279,0.003067484662576687,0.3452054794520548,67
0.006359300476947536,0.0008006405124099279,0.0,0.0,109
0.0,0.0,0.0,0.0,80
0.012718600953895072,0.0008006405124099279,0.0,0.0,149
0.014308426073131956,0.0008006405124099279,1.0,0.3643835616438356,244
0.17806041335453102,0.0008006405124099279,0.0,0.030136986301369864,70
0.1399046104928458,0.0,0.003067484662576687,0.6931506849315069,89
0.0,0.0008006405124099279,0.003067484662576687,0.0,250
0.0,0.0008006405124099279,0.0,0.0,110
0.0,0.0008006405124099279,0.0,0.0,82
0.0,0.0008006405124099279,0.006134969325153375,0.24383561643835616,88
0.04292527821939587,0.0,0.0,0.7561643835616438,175
0.028616852146263912,0.0008006405124099279,0.0,0.0,115
0.009538950715421305,0.0008006405124099279,0.003067484662576687,0.0,36
0.0,0.0,0.0,0.0,50
0.020667726550079493,0.0,0.0,0.0,150
0.0,0.021617293835068052,0.14723926380368096,0.6876712328767123,675
0.0397456279809221,0.0,0.0,0.19726027397260273,100
0.006359300476947536,0.0008006405124099279,0.0,0.0,85
0.009538950715421305,0.0008006405124099279,0.0,0.9808219178082191,90
0.001589825119236884,0.0008006405124099279,0.0,0.09315068493150686,57
0.03656597774244833,0.0008006405124099279,0.0,0.005479452054794521,180
0.0,0.0,0.0,0.0,90
0.022257551669316377,0.0016012810248198558,0.003067484662576687,0.0,200
0.003179650238473768,0.0,0.0,0.0,70
0.006359300476947536,0.0,0.003067484662576687,0.684931506849315,40
0.009538950715421305,0.0008006405124099279,1.0,0.8986301369863013,262
0.0,0.02241793434747798,1.0,0.6027397260273972,699
0.0,0.0,0.0,0.0,100
0.007949125596184421,0.0024019215372297837,0.0,0.0,175
0.01907790143084261,0.023218574859887906,0.0,0.936986301369863,145
0.0492845786963434,0.008807045636509206,0.009202453987730062,0.27945205479452057,61
0.0,0.0024019215372297837,0.0,0.0,150
0.011128775834658189,0.023218574859887906,0.0,0.8273972602739726,31
0.004769475357710652,0.0008006405124099279,0.0,0.0,79
0.0,0.0008006405124099279,0.003067484662576687,0.0136986301369863,69
0.046104928457869634,0.0,0.012269938650306749,0.9287671232876712,199
0.0,0.023218574859887906,0.3128834355828221,0.673972602739726,47
0.13672496025437203,0.0024019215372297837,0.006134969325153375,0.9589041095890412,46
0.009538950715421305,0.0016012810248198558,0.0,0.0,180
0.003179650238473768,0.0016012810248198558,0.0,0.0,350
0.007949125596184421,0.0040032025620496394,0.0,0.0,180
0.0,0.0008006405124099279,0.009202453987730062,0.8410958904109589,49
0.003179650238473768,0.0,0.0,0.0,40
0.003179650238473768,0.023218574859887906,0.0,0.4273972602739726,350
0.004769475357710652,0.0032025620496397116,0.003067484662576687,0.11506849315068493,70
0.07313195548489666,0.0,0.006134969325153375,0.043835616438356165,90
0.09697933227344993,0.01921537229783827,0.0,0.0,49
0.009538950715421305,0.020816653322658123,0.0,0.25753424657534246,45
0.031796502384737683,0.0,0.012269938650306749,0.16986301369863013,50
0.012718600953895072,0.0,0.0,0.0,65
0.003179650238473768,0.047237790232185745,0.0,0.36164383561643837,100
0.01907790143084261,0.0008006405124099279,0.0,0.0,150
0.0,0.007205764611689351,0.0,0.2493150684931507,150
0.08903020667726551,0.0008006405124099279,0.0,0.8602739726027397,120
0.007949125596184421,0.0,0.0,0.0,120
0.0,0.047237790232185745,0.0,0.0,35
0.007949125596184421,0.0,0.0,0.010958904109589041,47
0.001589825119236884,0.0016012810248198558,0.003067484662576687,0.0,65
0.0,0.0008006405124099279,0.0,0.0,1550
0.001589825119236884,0.0008006405124099279,0.0,0.0,45
0.0,0.023218574859887906,0.0,0.6876712328767123,30
0.003179650238473768,0.0,0.0,0.0,60
0.001589825119236884,0.0,0.0,0.0,70
0.05087440381558029,0.0008006405124099279,0.0,0.10136986301369863,65
0.007949125596184421,0.0,0.0,0.0,70
0.031796502384737683,0.0008006405124099279,0.003067484662576687,0.42191780821917807,80
0.004769475357710652,0.0016012810248198558,0.0,0.3506849315068493,130
0.0985691573926868,0.0032025620496397116,0.0,0.03287671232876713,50
0.030206677265500796,0.0016012810248198558,0.0,0.23287671232876714,95
0.0,0.021617293835068052,0.14723926380368096,0.7041095890410959,714
0.003179650238473768,0.0016012810248198558,0.0,0.10410958904109589,95
0.001589825119236884,0.0,0.0,0.0,88
0.011128775834658189,0.007205764611689351,0.0,0.8958904109589041,120
0.01907790143084261,0.004803843074459567,0.003067484662576687,0.024657534246575342,129
0.35294117647058826,0.0,0.0,0.44931506849315067,45
0.2782193958664547,0.0008006405124099279,0.003067484662576687,0.9561643835616438,70
0.003179650238473768,0.0032025620496397116,0.0,0.0,250
0.07154213036565978,0.09127301841473179,0.05521472392638037,0.5753424657534246,96
0.03815580286168522,0.0008006405124099279,0.006134969325153375,0.0,90
0.03656597774244833,0.0,0.006134969325153375,0.1506849315068493,94
0.001589825119236884,0.004803843074459567,0.003067484662576687,0.5150684931506849,30
0.32273449920508746,0.0,0.003067484662576687,0.4438356164383562,89
0.0,0.0008006405124099279,0.003067484662576687,0.0,70
0.003179650238473768,0.023218574859887906,0.003067484662576687,0.22465753424657534,220
0.05882352941176471,0.02241793434747798,0.0,0.8356164383561644,100
0.014308426073131956,0.0016012810248198558,0.0,0.008219178082191782,114
0.001589825119236884,0.0,0.0,0.2410958904109589,65
0.015898251192368842,0.0,0.0,0.010958904109589041,102
0.014308426073131956,0.007205764611689351,0.0,0.0,80
0.0,0.023218574859887906,0.0950920245398773,0.9753424657534246,60
0.006359300476947536,0.0024019215372297837,0.0,0.4301369863013699,325
0.07631160572337044,0.0008006405124099279,0.0,0.3698630136986301,220
0.001589825119236884,0.0,0.042944785276073615,0.9616438356164384,100
0.1192368839427663,0.0008006405124099279,0.0,0.16164383561643836,145
0.033386327503974564,0.0,0.0,0.0,150
0.007949125596184421,0.010408326661329063,0.0,0.21643835616438356,120
0.2591414944356121,0.0016012810248198558,0.003067484662576687,0.0,52
0.0,0.0016012810248198558,0.0,0.9178082191780822,300
0.0,0.0,0.0,0.0,50
0.09697933227344993,0.0,0.0,0.030136986301369864,145
0.006359300476947536,0.023218574859887906,0.024539877300613498,0.7698630136986302,170
0.009538950715421305,0.0016012810248198558,0.0,0.1178082191780822,60
0.09220985691573927,0.0,0.03067484662576687,0.043835616438356165,56
0.06518282988871224,0.0,0.0,0.021917808219178082,122
0.0699523052464229,0.0008006405124099279,0.003067484662576687,0.0,160
0.0397456279809221,0.0016012810248198558,0.0,0.0,85
0.05882352941176471,0.0024019215372297837,0.006134969325153375,0.4246575342465753,135
0.0492845786963434,0.0008006405124099279,0.003067484662576687,0.7726027397260274,55
0.11764705882352942,0.0008006405124099279,0.012269938650306749,0.4767123287671233,65
0.16216216216216217,0.0,0.015337423312883437,0.6493150684931507,50
0.0,0.023218574859887906,0.2914110429447853,0.936986301369863,180
0.001589825119236884,0.0032025620496397116,0.0,0.0,78
0.015898251192368842,0.0008006405124099279,0.006134969325153375,0.852054794520548,45
0.0,0.0,0.003067484662576687,0.21643835616438356,150
0.09697933227344993,0.0016012810248198558,0.003067484662576687,0.019178082191780823,25
0.017488076311605726,0.0008006405124099279,0.003067484662576687,0.24657534246575344,100
0.004769475357710652,0.023218574859887906,0.009202453987730062,0.8684931506849315,70
0.003179650238473768,0.0032025620496397116,0.0,0.0,130
0.0,0.0008006405124099279,0.0,0.0,250
0.001589825119236884,0.0,0.0,0.7013698630136986,99
0.014308426073131956,0.0008006405124099279,0.009202453987730062,0.0684931506849315,344
0.09697933227344993,0.0008006405124099279,0.0,0.08767123287671233,80
0.057233704292527825,0.007205764611689351,0.009202453987730062,0.8986301369863013,165
0.04769475357710652,0.0024019215372297837,0.0,0.7835616438356164,45
0.006359300476947536,0.0016012810248198558,0.0,0.0,160
0.0,0.009607686148919135,0.0,0.0,50
0.003179650238473768,0.004803843074459567,0.0,0.24383561643835616,31
0.1414944356120827,0.0,0.0,0.4054794520547945,150
0.0,0.007205764611689351,0.0,0.052054794520547946,60
0.1907790143084261,0.0008006405124099279,0.003067484662576687,0.8438356164383561,175
0.05246422893481718,0.0032025620496397116,0.006134969325153375,0.0027397260273972603,69
0.06518282988871224,0.0008006405124099279,0.0,0.0,90
0.0,0.0032025620496397116,0.003067484662576687,0.0,45
0.0,0.0008006405124099279,0.0,0.0,65
0.055643879173290944,0.0008006405124099279,0.0,0.4931506849315069,95
0.020667726550079493,0.0,0.006134969325153375,0.9917808219178083,55
0.044515103338632754,0.0016012810248198558,0.006134969325153375,0.8164383561643835,65
0.025437201907790145,0.0016012810248198558,0.0,0.0410958904109589,200
0.0,0.0,0.0,0.0,175
0.21144674085850557,0.0016012810248198558,0.003067484662576687,0.9205479452054794,168
0.031796502384737683,0.0008006405124099279,0.0,0.4575342465753425,50
0.001589825119236884,0.010408326661329063,0.0,0.0,130
0.025437201907790145,0.0008006405124099279,0.003067484662576687,0.21643835616438356,140
0.02702702702702703,0.0,0.0,0.0,60
0.0,0.015212169735788629,0.0,0.0,69
0.009538950715421305,0.0008006405124099279,0.0,0.019178082191780823,200
0.05087440381558029,0.0008006405124099279,0.006134969325153375,0.24657534246575344,120
0.2798092209856916,0.0,0.0,0.821917808219178,140
0.09220985691573927,0.0032025620496397116,0.0,0.9287671232876712,422
0.001589825119236884,0.010408326661329063,0.003067484662576687,0.0,69
0.0,0.0008006405124099279,0.0,0.0,650
0.10810810810810811,0.0024019215372297837,0.0,0.0136986301369863,131
0.0,0.0,0.0,0.9945205479452055,240
0.0,0.047237790232185745,0.0,0.9972602739726028,150
0.009538950715421305,0.0008006405124099279,0.0,0.0,48
0.003179650238473768,0.0,0.0,0.7342465753424657,100
0.0,0.0,0.0,0.2410958904109589,50
0.0,0.004803843074459567,0.024539877300613498,1.0,80
0.001589825119236884,0.0,0.03987730061349693,0.1452054794520548,300
0.003179650238473768,0.0,0.0,0.0,100
0.02702702702702703,0.0008006405124099279,0.006134969325153375,0.0,150
0.001589825119236884,0.0,0.0,0.0,50
0.0,0.0008006405124099279,0.003067484662576687,0.8493150684931506,70
0.1589825119236884,0.0016012810248198558,0.006134969325153375,0.9342465753424658,85
0.015898251192368842,0.0,0.0,0.9945205479452055,55
0.0,0.004803843074459567,0.0,0.0,225
0.26391096979332274,0.0016012810248198558,0.0,0.28493150684931506,90
0.0,0.0,0.006134969325153375,0.06027397260273973,250
0.0,0.0,0.0,0.0,85
0.0,0.0,0.006134969325153375,0.23835616438356164,200
0.0,0.0016012810248198558,0.0,0.0,60
0.03656597774244833,0.0008006405124099279,0.003067484662576687,0.0,49
0.2209856915739269,0.023218574859887906,0.009202453987730062,0.8904109589041096,195
0.003179650238473768,0.0,0.0,0.0,180
0.009538950715421305,0.0016012810248198558,0.0,0.1917808219178082,90
0.007949125596184421,0.0032025620496397116,0.0,0.0,115
0.011128775834658189,0.0008006405124099279,0.0,0.0,230
0.003179650238473768,0.0,0.0,0.0,900
0.004769475357710652,0.0,0.003067484662576687,0.0,100
0.003179650238473768,0.0032025620496397116,0.0,0.0,149
0.007949125596184421,0.0008006405124099279,0.0,0.0,149
0.015898251192368842,0.0,0.003067484662576687,0.24657534246575344,100
0.007949125596184421,0.0008006405124099279,0.0,0.2356164383561644,190
0.011128775834658189,0.0024019215372297837,0.0,0.0,120
0.004769475357710652,0.0008006405124099279,0.0,0.18356164383561643,229
0.012718600953895072,0.0008006405124099279,0.0,0.21095890410958903,215
0.02384737678855326,0.0024019215372297837,0.0,0.26575342465753427,110
0.057233704292527825,0.0008006405124099279,0.003067484662576687,0.0,40
0.006359300476947536,0.023218574859887906,0.006134969325153375,0.663013698630137,45
0.004769475357710652,0.005604483586869495,0.0,0.0,45
0.014308426073131956,0.0,0.009202453987730062,0.915068493150685,89
0.4848966613672496,0.0,0.003067484662576687,0.9342465753424658,60
0.10333863275039747,0.0008006405124099279,0.0,0.9589041095890412,300
0.0,0.0008006405124099279,0.0,0.0,100
0.044515103338632754,0.0016012810248198558,0.0,0.8657534246575342,150
0.046104928457869634,0.0008006405124099279,0.009202453987730062,0.9178082191780822,52
0.0,0.0024019215372297837,0.006134969325153375,0.0,98
0.02384737678855326,0.0016012810248198558,0.0,0.0,100
0.0,0.0008006405124099279,0.0,0.0,100
0.011128775834658189,0.024019215372297835,0.09815950920245399,0.9260273972602739,150
0.0,0.0,0.0,0.0,300
0.046104928457869634,0.023218574859887906,0.0,0.8082191780821918,118
0.003179650238473768,0.02241793434747798,0.018404907975460124,0.0027397260273972603,33
0.003179650238473768,0.0,0.003067484662576687,0.17534246575342466,65
0.009538950715421305,0.0016012810248198558,0.0,0.0,50
0.012718600953895072,0.0,0.0,0.9780821917808219,44
0.001589825119236884,0.0008006405124099279,0.0,0.8493150684931506,160
0.04769475357710652,0.0,0.003067484662576687,0.7397260273972602,149
0.012718600953895072,0.0008006405124099279,0.0,0.0,60
0.006359300476947536,0.0,0.015337423312883437,1.0,75
0.08585055643879173,0.0008006405124099279,0.0,0.3698630136986301,175
0.001589825119236884,0.0,0.006134969325153375,0.19726027397260273,62
0.004769475357710652,0.0008006405124099279,0.003067484662576687,0.9945205479452055,74
0.001589825119236884,0.0008006405124099279,0.0,0.0,199
0.003179650238473768,0.023218574859887906,0.009202453987730062,0.3315068493150685,61
0.12082670906200318,0.0032025620496397116,0.006134969325153375,0.7068493150684931,25
0.05405405405405406,0.0,0.012269938650306749,0.7178082191780822,80
0.001589825119236884,0.0032025620496397116,0.0,0.0,140
0.07154213036565978,0.0,0.0,0.3041095890410959,300
0.0,0.0008006405124099279,0.009202453987730062,0.008219178082191782,80
0.003179650238473768,0.0,0.0,0.0,59
0.0,0.0008006405124099279,0.0,0.0,125
0.0,0.0024019215372297837,0.0,0.0,160
0.16852146263910972,0.0016012810248198558,0.0,0.6794520547945205,139
0.001589825119236884,0.028823058446757404,0.11042944785276074,0.10684931506849316,33
0.0,0.004803843074459567,0.0,0.0,150
0.0,0.0,0.0,0.1589041095890411,75
0.12718600953895073,0.0016012810248198558,0.003067484662576687,0.2904109589041096,200
0.022257551669316377,0.010408326661329063,0.009202453987730062,1.0,490
0.007949125596184421,0.004803843074459567,0.0,0.16164383561643836,95
0.041335453100158986,0.0016012810248198558,0.003067484662576687,0.049315068493150684,109
0.12082670906200318,0.021617293835068052,0.003067484662576687,0.810958904109589,99
0.09697933227344993,0.0,0.003067484662576687,0.0,50
0.028616852146263912,0.0008006405124099279,0.0,0.0,135
0.0,0.023218574859887906,0.0736196319018405,0.9342465753424658,300
0.033386327503974564,0.0024019215372297837,0.0,0.3506849315068493,120
0.009538950715421305,0.0008006405124099279,0.0,0.0,69
0.0794912559618442,0.0,0.003067484662576687,0.7041095890410959,96
0.003179650238473768,0.0032025620496397116,0.006134969325153375,0.2410958904109589,210
0.009538950715421305,0.0008006405124099279,0.0,0.6328767123287671,1000
0.11764705882352942,0.0008006405124099279,0.0,0.6328767123287671,199
0.055643879173290944,0.0008006405124099279,0.0,0.0,100
0.0,0.023218574859887906,0.7085889570552147,0.4273972602739726,308
0.001589825119236884,0.0008006405124099279,0.0,0.030136986301369864,200
0.0,0.023218574859887906,0.7085889570552147,0.7205479452054795,374
0.04769475357710652,0.0,0.009202453987730062,0.13424657534246576,129
0.0,0.0,0.0,0.0,90
0.001589825119236884,0.023218574859887906,0.0,0.5232876712328767,132
0.001589825119236884,0.0032025620496397116,0.0,0.0,80
0.0,0.0032025620496397116,0.0,0.5835616438356165,199
0.0397456279809221,0.0008006405124099279,0.0,0.005479452054794521,175
0.0,0.010408326661329063,0.0,0.526027397260274,80
0.0,0.0,0.027607361963190184,0.9123287671232877,209
0.006359300476947536,0.0,0.009202453987730062,1.0,40
0.10333863275039747,0.0032025620496397116,0.003067484662576687,0.8986301369863013,40
0.015898251192368842,0.0008006405124099279,0.0,0.06027397260273973,40
0.003179650238473768,0.0016012810248198558,0.0,0.0,94
0.1399046104928458,0.0008006405124099279,0.0,0.1780821917808219,170
0.0,0.0,0.003067484662576687,0.0,20
0.004769475357710652,0.010408326661329063,0.0,0.0,160
0.003179650238473768,0.0,0.0,0.0,115
0.030206677265500796,0.0040032025620496394,0.0,0.0,200
0.11764705882352942,0.0008006405124099279,0.0,0.6657534246575343,289
0.0,0.0008006405124099279,0.0,0.0,299
0.07154213036565978,0.0,0.0,0.8821917808219178,125
0.030206677265500796,0.0,0.006134969325153375,0.9589041095890412,47
0.0,0.0,0.0,0.0,150
